Model Name,Brand,Processor,RAM,Storage,Display,Operating System,Color,Body Type,Weight,Warranty,Price (BDT)
Apple MacBook Air M2,Apple,AMD Ryzen 5 5500U,4GB,128GB SSD,"15.6"" FHD",Chrome OS,Silver,Plastic,0.99kg,3 Years,182387
Dell XPS 13,Dell,Intel Core i7 13th Gen,8GB,128GB SSD,"17"" FHD",macOS Ventura,White,Plastic,0.99kg,3 Years,102599
ASUS VivoBook 15,ASUS,AMD Ryzen 7 5800U,32GB,256GB SSD,"14"" FHD",Windows 10,Blue,Metal,1.40kg,3 Years,172295
ASUS VivoBook 15,ASUS,Intel Core i9 13th Gen,12GB,256GB SSD,"16"" QHD",Chrome OS,Gray,Magnesium Alloy,1.75kg,1 Year,228884
MSI GF63 Thin,MSI,Intel Core i9 13th Gen,32GB,1TB SSD,"14"" FHD",Windows 10,White,Metal,1.75kg,1 Year,119239
MSI GF63 Thin,MSI,Intel Core i9 13th Gen,4GB,128GB SSD,"16"" QHD",Windows 11,Silver,Plastic,1.40kg,2 Years,175283
Lenovo IdeaPad Slim 3,Lenovo,Intel Core i5 12th Gen,12GB,1TB SSD,"16"" QHD",Chrome OS,White,Aluminum,1.40kg,3 Years,46837
Dell Inspiron 14,Dell,Intel Core i7 13th Gen,32GB,512GB SSD,"13.3"" FHD",Windows 11,Blue,Metal,1.75kg,2 Years,144596
MSI GF63 Thin,MSI,Intel Core i3 11th Gen,12GB,256GB SSD,"16"" QHD",Chrome OS,Blue,Carbon Fiber,1.25kg,1 Year,205119
HP Victus 15,HP,Apple M1,12GB,1TB SSD,"14"" FHD",Windows 11,Blue,Metal,2.00kg,1 Year,51266
ASUS ROG Zephyrus G14,ASUS,Intel Core i7 13th Gen,12GB,1TB SSD,"13.3"" FHD",Windows 10,White,Metal,2.00kg,1 Year,219972
Lenovo IdeaPad Slim 3,Lenovo,Intel Core i9 13th Gen,8GB,256GB SSD,"17"" FHD",Windows 10,Gray,Magnesium Alloy,2.00kg,3 Years,58056
ASUS VivoBook 15,ASUS,Apple M2,12GB,256GB SSD,"17"" FHD",Chrome OS,Silver,Carbon Fiber,1.40kg,1 Year,186918
HP Victus 15,HP,Intel Core i3 11th Gen,16GB,1TB SSD,"16"" QHD",macOS Ventura,Blue,Magnesium Alloy,2.00kg,3 Years,131885
ASUS VivoBook 15,ASUS,Intel Core i3 11th Gen,8GB,1TB SSD,"17"" FHD",macOS Ventura,Black,Plastic,1.40kg,2 Years,110796
ASUS ROG Zephyrus G14,ASUS,Intel Core i5 12th Gen,16GB,256GB SSD,"16"" QHD",Windows 11,Silver,Aluminum,1.75kg,1 Year,201681
ASUS VivoBook 15,ASUS,Intel Core i3 11th Gen,8GB,512GB SSD,"14"" FHD",Chrome OS,Silver,Magnesium Alloy,1.40kg,2 Years,236570
Apple MacBook Air M2,Apple,Intel Core i3 11th Gen,16GB,1TB SSD,"14"" FHD",Chrome OS,Silver,Aluminum,1.25kg,2 Years,177603
ASUS VivoBook 15,ASUS,Apple M2,8GB,256GB SSD,"15.6"" FHD",Windows 11,Silver,Plastic,1.40kg,2 Years,43427
Apple MacBook Air M2,Apple,AMD Ryzen 5 5500U,8GB,256GB SSD,"15.6"" FHD",Windows 10,White,Magnesium Alloy,1.40kg,2 Years,136494
Walton Tamarind EX10,Walton,Apple M2,16GB,512GB SSD,"13.3"" FHD",macOS Ventura,Blue,Carbon Fiber,1.75kg,1 Year,39031
HP Victus 15,HP,Intel Core i3 11th Gen,16GB,512GB SSD,"17"" FHD",macOS Ventura,Gray,Aluminum,0.99kg,2 Years,62718
Apple MacBook Air M2,Apple,Intel Core i9 13th Gen,12GB,128GB SSD,"14"" FHD",Windows 11,Blue,Magnesium Alloy,2.00kg,2 Years,169954
HP Pavilion 15,HP,AMD Ryzen 5 5500U,4GB,512GB SSD,"15.6"" FHD",Chrome OS,Blue,Carbon Fiber,1.75kg,2 Years,50703
Lenovo IdeaPad Slim 3,Lenovo,Apple M2,12GB,128GB SSD,"16"" QHD",Windows 10,Blue,Metal,1.75kg,1 Year,183907
ASUS ROG Zephyrus G14,ASUS,Intel Core i9 13th Gen,4GB,256GB SSD,"14"" FHD",Windows 10,Gray,Metal,0.99kg,3 Years,153122
Walton Prelude N41,Walton,Apple M1,4GB,128GB SSD,"14"" FHD",Windows 10,Silver,Magnesium Alloy,1.25kg,2 Years,116880
Walton Prelude N41,Walton,Intel Core i9 13th Gen,32GB,1TB SSD,"17"" FHD",macOS Ventura,Gray,Magnesium Alloy,2.00kg,3 Years,44814
Apple MacBook Air M1,Apple,Apple M2,12GB,128GB SSD,"14"" FHD",Chrome OS,Silver,Magnesium Alloy,1.75kg,1 Year,51975
Walton Tamarind EX10,Walton,Intel Core i7 13th Gen,12GB,128GB SSD,"17"" FHD",macOS Ventura,Black,Metal,1.75kg,2 Years,57758
Acer Aspire 5,Acer,Intel Core i5 12th Gen,12GB,128GB SSD,"16"" QHD",Chrome OS,White,Carbon Fiber,1.75kg,2 Years,119676
Apple MacBook Pro M2,Apple,AMD Ryzen 7 5800U,32GB,512GB SSD,"15.6"" FHD",Chrome OS,Silver,Plastic,1.25kg,3 Years,93894
Acer Aspire 5,Acer,Intel Core i5 12th Gen,12GB,512GB SSD,"16"" QHD",macOS Ventura,Silver,Metal,1.25kg,1 Year,64790
Lenovo IdeaPad Slim 3,Lenovo,Intel Core i9 13th Gen,32GB,128GB SSD,"16"" QHD",Windows 11,Black,Aluminum,0.99kg,2 Years,124212
Apple MacBook Air M1,Apple,Intel Core i7 13th Gen,16GB,1TB SSD,"14"" FHD",macOS Ventura,Blue,Metal,0.99kg,2 Years,215477
Apple MacBook Air M1,Apple,Apple M1,16GB,512GB SSD,"16"" QHD",Windows 11,Blue,Carbon Fiber,2.00kg,1 Year,143860
Lenovo IdeaPad Slim 3,Lenovo,Apple M1,4GB,256GB SSD,"13.3"" FHD",Windows 11,Gray,Plastic,1.25kg,3 Years,65022
Apple MacBook Pro M2,Apple,Intel Core i9 13th Gen,12GB,1TB SSD,"15.6"" FHD",Windows 11,Silver,Magnesium Alloy,2.00kg,1 Year,136383
HP Victus 15,HP,Intel Core i5 12th Gen,32GB,512GB SSD,"16"" QHD",macOS Ventura,Blue,Aluminum,1.40kg,1 Year,245441
Walton Tamarind EX10,Walton,Apple M2,12GB,512GB SSD,"15.6"" FHD",Windows 10,Silver,Carbon Fiber,0.99kg,1 Year,46076
Lenovo IdeaPad Slim 3,Lenovo,Intel Core i9 13th Gen,12GB,1TB SSD,"16"" QHD",Windows 11,Black,Plastic,0.99kg,1 Year,233588
ASUS VivoBook 15,ASUS,Intel Core i9 13th Gen,16GB,256GB SSD,"13.3"" FHD",Chrome OS,Silver,Metal,0.99kg,3 Years,201645
Apple MacBook Pro M2,Apple,Apple M2,32GB,256GB SSD,"14"" FHD",Chrome OS,Gray,Carbon Fiber,2.00kg,3 Years,167881
Apple MacBook Air M2,Apple,AMD Ryzen 7 5800U,32GB,512GB SSD,"14"" FHD",Chrome OS,Black,Carbon Fiber,1.40kg,3 Years,115904
Apple MacBook Pro M2,Apple,Apple M1,8GB,128GB SSD,"15.6"" FHD",macOS Ventura,White,Plastic,0.99kg,2 Years,121129
Dell Inspiron 14,Dell,Intel Core i5 12th Gen,32GB,1TB SSD,"15.6"" FHD",macOS Ventura,Blue,Aluminum,1.25kg,2 Years,124648
ASUS ROG Zephyrus G14,ASUS,Intel Core i9 13th Gen,16GB,128GB SSD,"16"" QHD",Windows 11,Black,Plastic,1.25kg,3 Years,83807
Lenovo IdeaPad Slim 3,Lenovo,Intel Core i3 11th Gen,16GB,1TB SSD,"14"" FHD",macOS Ventura,Gray,Carbon Fiber,1.40kg,1 Year,35519
HP Victus 15,HP,AMD Ryzen 5 5500U,12GB,1TB SSD,"15.6"" FHD",Windows 11,Blue,Magnesium Alloy,2.00kg,1 Year,75546
Dell XPS 13,Dell,Intel Core i5 12th Gen,8GB,1TB SSD,"17"" FHD",Windows 10,Silver,Aluminum,1.25kg,3 Years,235975
Dell Inspiron 14,Dell,Intel Core i7 13th Gen,12GB,128GB SSD,"14"" FHD",Windows 11,Black,Magnesium Alloy,0.99kg,1 Year,200920
Walton Tamarind EX10,Walton,Intel Core i7 13th Gen,12GB,128GB SSD,"13.3"" FHD",Windows 10,Gray,Plastic,2.00kg,2 Years,133241
Acer Aspire 5,Acer,Intel Core i3 11th Gen,16GB,128GB SSD,"15.6"" FHD",Chrome OS,Black,Plastic,1.25kg,2 Years,191569
Walton Tamarind EX10,Walton,Apple M2,8GB,1TB SSD,"17"" FHD",Windows 10,White,Carbon Fiber,1.75kg,3 Years,223817
Dell Inspiron 14,Dell,Intel Core i9 13th Gen,12GB,128GB SSD,"17"" FHD",Chrome OS,Black,Carbon Fiber,1.40kg,1 Year,67517
Apple MacBook Air M2,Apple,Intel Core i7 13th Gen,8GB,1TB SSD,"15.6"" FHD",Windows 11,Black,Aluminum,0.99kg,3 Years,143788
HP Victus 15,HP,Apple M1,12GB,512GB SSD,"14"" FHD",macOS Ventura,Blue,Carbon Fiber,0.99kg,2 Years,50962
Lenovo IdeaPad Slim 3,Lenovo,Apple M1,16GB,1TB SSD,"13.3"" FHD",Windows 10,Black,Carbon Fiber,2.00kg,2 Years,98427
ASUS ROG Zephyrus G14,ASUS,Intel Core i7 13th Gen,16GB,256GB SSD,"17"" FHD",Chrome OS,White,Plastic,1.25kg,2 Years,107182
HP Pavilion 15,HP,Apple M2,8GB,1TB SSD,"17"" FHD",Windows 11,Gray,Plastic,1.75kg,2 Years,105236
Acer Aspire 5,Acer,Intel Core i5 12th Gen,12GB,512GB SSD,"16"" QHD",macOS Ventura,Silver,Magnesium Alloy,0.99kg,3 Years,128307
LG Gram 14,LG,AMD Ryzen 7 5800U,32GB,256GB SSD,"13.3"" FHD",macOS Ventura,Black,Aluminum,0.99kg,3 Years,97893
Dell Inspiron 14,Dell,AMD Ryzen 7 5800U,8GB,128GB SSD,"13.3"" FHD",macOS Ventura,White,Plastic,1.40kg,1 Year,221141
Lenovo IdeaPad Slim 3,Lenovo,Apple M2,12GB,512GB SSD,"15.6"" FHD",Windows 10,Gray,Aluminum,1.40kg,2 Years,196927
HP Pavilion 15,HP,Apple M1,4GB,256GB SSD,"16"" QHD",macOS Ventura,Gray,Plastic,0.99kg,3 Years,172931
Acer Aspire 5,Acer,Intel Core i3 11th Gen,8GB,256GB SSD,"17"" FHD",Chrome OS,Black,Magnesium Alloy,1.75kg,3 Years,211697
Dell Inspiron 14,Dell,Intel Core i5 12th Gen,4GB,128GB SSD,"13.3"" FHD",Chrome OS,Gray,Magnesium Alloy,1.75kg,3 Years,173066
ASUS VivoBook 15,ASUS,AMD Ryzen 7 5800U,4GB,256GB SSD,"16"" QHD",Chrome OS,Silver,Carbon Fiber,1.25kg,2 Years,88891
Dell XPS 13,Dell,Intel Core i9 13th Gen,8GB,512GB SSD,"14"" FHD",Windows 10,Silver,Metal,1.25kg,1 Year,154634
HP Victus 15,HP,Intel Core i7 13th Gen,16GB,1TB SSD,"16"" QHD",Chrome OS,White,Magnesium Alloy,0.99kg,2 Years,116189
HP Pavilion 15,HP,Apple M1,16GB,512GB SSD,"17"" FHD",Windows 10,White,Aluminum,0.99kg,1 Year,91951
MSI GF63 Thin,MSI,Intel Core i7 13th Gen,12GB,512GB SSD,"16"" QHD",Chrome OS,Gray,Magnesium Alloy,1.25kg,2 Years,176476
Dell XPS 13,Dell,Intel Core i7 13th Gen,4GB,512GB SSD,"13.3"" FHD",Windows 10,Black,Magnesium Alloy,1.40kg,2 Years,40183
Dell XPS 13,Dell,Intel Core i3 11th Gen,12GB,512GB SSD,"13.3"" FHD",macOS Ventura,Black,Carbon Fiber,0.99kg,2 Years,243875
ASUS VivoBook 15,ASUS,Intel Core i3 11th Gen,32GB,256GB SSD,"15.6"" FHD",Chrome OS,Black,Aluminum,0.99kg,3 Years,44814
Apple MacBook Air M1,Apple,Intel Core i7 13th Gen,4GB,512GB SSD,"15.6"" FHD",Chrome OS,Black,Magnesium Alloy,1.40kg,2 Years,76225
HP Pavilion 15,HP,Intel Core i5 12th Gen,8GB,1TB SSD,"14"" FHD",Chrome OS,Blue,Plastic,1.75kg,2 Years,108719
Apple MacBook Air M2,Apple,Intel Core i5 12th Gen,16GB,256GB SSD,"14"" FHD",Windows 11,Blue,Plastic,0.99kg,3 Years,66372
HP Victus 15,HP,Apple M1,8GB,128GB SSD,"14"" FHD",Chrome OS,Silver,Plastic,1.25kg,2 Years,76547
HP Victus 15,HP,AMD Ryzen 5 5500U,12GB,128GB SSD,"14"" FHD",Chrome OS,Gray,Aluminum,1.75kg,2 Years,183776
MSI GF63 Thin,MSI,Intel Core i9 13th Gen,32GB,256GB SSD,"13.3"" FHD",macOS Ventura,White,Magnesium Alloy,1.75kg,2 Years,200261
Walton Prelude N41,Walton,Intel Core i7 13th Gen,4GB,128GB SSD,"15.6"" FHD",macOS Ventura,Silver,Carbon Fiber,0.99kg,3 Years,238108
Lenovo IdeaPad Slim 3,Lenovo,Apple M1,32GB,1TB SSD,"13.3"" FHD",Windows 11,Gray,Magnesium Alloy,1.75kg,1 Year,49495
Dell XPS 13,Dell,Intel Core i9 13th Gen,32GB,256GB SSD,"14"" FHD",Windows 11,Silver,Carbon Fiber,0.99kg,3 Years,169541
ASUS ROG Zephyrus G14,ASUS,Apple M1,8GB,256GB SSD,"13.3"" FHD",Windows 11,Gray,Magnesium Alloy,1.40kg,2 Years,88773
Dell Inspiron 14,Dell,Intel Core i7 13th Gen,8GB,1TB SSD,"16"" QHD",Chrome OS,White,Carbon Fiber,1.75kg,3 Years,96064
Apple MacBook Air M1,Apple,AMD Ryzen 7 5800U,16GB,1TB SSD,"17"" FHD",macOS Ventura,Gray,Plastic,1.40kg,1 Year,107419
Walton Prelude N41,Walton,Apple M1,4GB,256GB SSD,"17"" FHD",macOS Ventura,Black,Aluminum,1.75kg,2 Years,50612
Apple MacBook Air M2,Apple,AMD Ryzen 7 5800U,8GB,128GB SSD,"17"" FHD",Windows 11,Silver,Carbon Fiber,1.40kg,2 Years,180940
Acer Aspire 5,Acer,Intel Core i7 13th Gen,12GB,256GB SSD,"17"" FHD",Chrome OS,Gray,Plastic,1.25kg,2 Years,171468
ASUS VivoBook 15,ASUS,Apple M2,12GB,256GB SSD,"14"" FHD",Chrome OS,Gray,Carbon Fiber,1.75kg,1 Year,195040
HP Pavilion 15,HP,Apple M2,16GB,512GB SSD,"16"" QHD",Windows 10,Silver,Plastic,1.75kg,1 Year,152298
Dell XPS 13,Dell,AMD Ryzen 7 5800U,32GB,512GB SSD,"16"" QHD",Chrome OS,White,Carbon Fiber,0.99kg,1 Year,150651
Dell XPS 13,Dell,Apple M2,32GB,512GB SSD,"17"" FHD",macOS Ventura,Gray,Plastic,1.40kg,2 Years,119361
LG Gram 14,LG,Apple M1,12GB,1TB SSD,"15.6"" FHD",Windows 10,White,Metal,0.99kg,2 Years,127315
Apple MacBook Pro M2,Apple,Apple M2,16GB,512GB SSD,"13.3"" FHD",Chrome OS,Blue,Aluminum,1.75kg,1 Year,110431
Apple MacBook Air M1,Apple,AMD Ryzen 7 5800U,4GB,1TB SSD,"14"" FHD",Windows 11,Silver,Plastic,1.25kg,1 Year,165393
HP Pavilion 15,HP,AMD Ryzen 5 5500U,32GB,1TB SSD,"15.6"" FHD",Chrome OS,Black,Carbon Fiber,2.00kg,3 Years,167530
Acer Aspire 5,Acer,Intel Core i7 13th Gen,16GB,256GB SSD,"13.3"" FHD",Windows 11,Black,Aluminum,1.25kg,1 Year,60959
Dell Inspiron 14,Dell,AMD Ryzen 5 5500U,4GB,512GB SSD,"17"" FHD",Windows 11,Silver,Aluminum,2.00kg,2 Years,184857
ASUS VivoBook 15,ASUS,AMD Ryzen 7 5800U,32GB,128GB SSD,"13.3"" FHD",macOS Ventura,Gray,Metal,1.25kg,3 Years,73508
Walton Prelude N41,Walton,AMD Ryzen 7 5800U,4GB,256GB SSD,"15.6"" FHD",Chrome OS,Black,Plastic,0.99kg,2 Years,70526
Apple MacBook Air M2,Apple,AMD Ryzen 5 5500U,16GB,128GB SSD,"16"" QHD",macOS Ventura,Black,Plastic,2.00kg,3 Years,196042
HP Victus 15,HP,Intel Core i5 12th Gen,12GB,1TB SSD,"17"" FHD",macOS Ventura,Black,Carbon Fiber,1.75kg,3 Years,42708
MSI GF63 Thin,MSI,Apple M2,12GB,512GB SSD,"16"" QHD",macOS Ventura,Black,Carbon Fiber,1.40kg,3 Years,42522
Dell XPS 13,Dell,Apple M1,4GB,512GB SSD,"17"" FHD",macOS Ventura,Blue,Aluminum,0.99kg,3 Years,237614
Walton Prelude N41,Walton,Intel Core i7 13th Gen,4GB,128GB SSD,"15.6"" FHD",Windows 10,Gray,Carbon Fiber,2.00kg,1 Year,62368
Walton Prelude N41,Walton,Intel Core i3 11th Gen,4GB,512GB SSD,"16"" QHD",macOS Ventura,Black,Metal,2.00kg,3 Years,84703
ASUS ROG Zephyrus G14,ASUS,Intel Core i9 13th Gen,12GB,512GB SSD,"17"" FHD",macOS Ventura,Silver,Aluminum,1.25kg,1 Year,239777
Apple MacBook Air M1,Apple,Intel Core i9 13th Gen,12GB,1TB SSD,"16"" QHD",macOS Ventura,Silver,Plastic,1.75kg,1 Year,196445
Lenovo IdeaPad Slim 3,Lenovo,Apple M2,16GB,128GB SSD,"13.3"" FHD",Windows 11,Gray,Plastic,1.25kg,1 Year,212868
MSI GF63 Thin,MSI,Intel Core i9 13th Gen,12GB,128GB SSD,"16"" QHD",Windows 11,Black,Carbon Fiber,1.25kg,2 Years,148271
Acer Aspire 5,Acer,Intel Core i7 13th Gen,32GB,128GB SSD,"17"" FHD",Windows 10,Gray,Magnesium Alloy,0.99kg,3 Years,104001
ASUS VivoBook 15,ASUS,AMD Ryzen 7 5800U,16GB,256GB SSD,"16"" QHD",Windows 10,White,Magnesium Alloy,0.99kg,2 Years,225970
Apple MacBook Air M1,Apple,Intel Core i7 13th Gen,12GB,128GB SSD,"13.3"" FHD",Windows 11,Blue,Metal,1.40kg,3 Years,207470
ASUS VivoBook 15,ASUS,Intel Core i9 13th Gen,8GB,512GB SSD,"14"" FHD",macOS Ventura,Black,Metal,1.40kg,3 Years,89972
Acer Aspire 5,Acer,Apple M2,4GB,512GB SSD,"16"" QHD",Chrome OS,White,Aluminum,1.75kg,1 Year,51028
Apple MacBook Air M2,Apple,Intel Core i7 13th Gen,32GB,256GB SSD,"14"" FHD",Windows 11,Silver,Plastic,1.75kg,1 Year,152541
MSI GF63 Thin,MSI,Apple M1,4GB,128GB SSD,"17"" FHD",Chrome OS,White,Aluminum,2.00kg,3 Years,209328
HP Victus 15,HP,Intel Core i3 11th Gen,8GB,128GB SSD,"16"" QHD",Windows 10,Blue,Carbon Fiber,1.75kg,2 Years,223966
Apple MacBook Air M2,Apple,Intel Core i7 13th Gen,4GB,256GB SSD,"14"" FHD",Windows 10,Blue,Magnesium Alloy,1.25kg,2 Years,224962
MSI GF63 Thin,MSI,AMD Ryzen 7 5800U,32GB,256GB SSD,"15.6"" FHD",Windows 10,Silver,Aluminum,0.99kg,3 Years,50498
LG Gram 14,LG,Intel Core i3 11th Gen,12GB,512GB SSD,"16"" QHD",Windows 11,Gray,Aluminum,1.75kg,2 Years,90722
HP Victus 15,HP,Intel Core i9 13th Gen,12GB,1TB SSD,"17"" FHD",Windows 10,Black,Metal,1.75kg,2 Years,169244
Walton Tamarind EX10,Walton,Apple M1,8GB,512GB SSD,"14"" FHD",Chrome OS,Silver,Plastic,1.40kg,2 Years,55723
LG Gram 14,LG,Apple M1,16GB,1TB SSD,"15.6"" FHD",macOS Ventura,Blue,Metal,1.25kg,1 Year,41086
Lenovo IdeaPad Slim 3,Lenovo,Apple M1,16GB,512GB SSD,"16"" QHD",Windows 11,Silver,Metal,1.25kg,3 Years,121697
HP Pavilion 15,HP,Apple M1,16GB,256GB SSD,"14"" FHD",macOS Ventura,Silver,Metal,0.99kg,2 Years,143821
HP Victus 15,HP,AMD Ryzen 5 5500U,4GB,512GB SSD,"17"" FHD",macOS Ventura,Black,Metal,2.00kg,1 Year,113354
Apple MacBook Air M1,Apple,Apple M1,4GB,256GB SSD,"16"" QHD",macOS Ventura,Gray,Carbon Fiber,1.40kg,3 Years,104947
HP Victus 15,HP,AMD Ryzen 5 5500U,32GB,128GB SSD,"16"" QHD",macOS Ventura,Gray,Metal,0.99kg,1 Year,71215
Acer Aspire 5,Acer,Apple M1,12GB,128GB SSD,"13.3"" FHD",Windows 11,Silver,Carbon Fiber,1.25kg,3 Years,56401
ASUS ROG Zephyrus G14,ASUS,AMD Ryzen 7 5800U,4GB,1TB SSD,"15.6"" FHD",Windows 10,Blue,Aluminum,0.99kg,1 Year,229023
HP Victus 15,HP,Apple M1,32GB,256GB SSD,"16"" QHD",Windows 11,White,Magnesium Alloy,2.00kg,3 Years,42193
ASUS ROG Zephyrus G14,ASUS,Intel Core i7 13th Gen,16GB,512GB SSD,"17"" FHD",Chrome OS,White,Aluminum,0.99kg,3 Years,209867
HP Victus 15,HP,AMD Ryzen 7 5800U,12GB,256GB SSD,"13.3"" FHD",Windows 11,Silver,Metal,2.00kg,3 Years,212831
MSI GF63 Thin,MSI,Intel Core i9 13th Gen,4GB,1TB SSD,"17"" FHD",Windows 11,Black,Metal,1.40kg,2 Years,105793
ASUS ROG Zephyrus G14,ASUS,Apple M1,8GB,1TB SSD,"14"" FHD",Windows 11,White,Magnesium Alloy,1.25kg,1 Year,183699
Apple MacBook Air M2,Apple,Intel Core i9 13th Gen,32GB,128GB SSD,"13.3"" FHD",Chrome OS,White,Plastic,0.99kg,3 Years,107084
HP Pavilion 15,HP,Intel Core i5 12th Gen,8GB,128GB SSD,"13.3"" FHD",Windows 10,Black,Magnesium Alloy,0.99kg,1 Year,67625
Apple MacBook Air M1,Apple,Apple M1,4GB,512GB SSD,"15.6"" FHD",macOS Ventura,Silver,Carbon Fiber,1.40kg,3 Years,35111
ASUS VivoBook 15,ASUS,Apple M1,4GB,128GB SSD,"13.3"" FHD",macOS Ventura,White,Magnesium Alloy,1.25kg,1 Year,157854
Lenovo IdeaPad Slim 3,Lenovo,Apple M2,4GB,256GB SSD,"13.3"" FHD",macOS Ventura,Silver,Metal,0.99kg,2 Years,39940
Dell XPS 13,Dell,Intel Core i3 11th Gen,16GB,256GB SSD,"13.3"" FHD",Windows 11,Gray,Metal,1.25kg,1 Year,42051
Walton Prelude N41,Walton,AMD Ryzen 7 5800U,16GB,1TB SSD,"15.6"" FHD",Windows 10,Gray,Carbon Fiber,2.00kg,1 Year,65818
Apple MacBook Pro M2,Apple,Intel Core i3 11th Gen,32GB,256GB SSD,"15.6"" FHD",macOS Ventura,White,Carbon Fiber,1.75kg,2 Years,244622
Acer Aspire 5,Acer,Intel Core i5 12th Gen,8GB,512GB SSD,"16"" QHD",Chrome OS,Silver,Metal,2.00kg,3 Years,126694
Lenovo IdeaPad Slim 3,Lenovo,Intel Core i9 13th Gen,12GB,512GB SSD,"15.6"" FHD",macOS Ventura,Silver,Metal,1.40kg,1 Year,147391
Lenovo IdeaPad Slim 3,Lenovo,Apple M1,16GB,512GB SSD,"15.6"" FHD",macOS Ventura,Blue,Magnesium Alloy,1.25kg,1 Year,98065
Apple MacBook Pro M2,Apple,Intel Core i7 13th Gen,4GB,1TB SSD,"15.6"" FHD",Windows 11,Silver,Carbon Fiber,2.00kg,2 Years,198588
ASUS ROG Zephyrus G14,ASUS,AMD Ryzen 7 5800U,32GB,1TB SSD,"17"" FHD",Chrome OS,Silver,Plastic,2.00kg,2 Years,157436
Walton Tamarind EX10,Walton,Intel Core i7 13th Gen,16GB,1TB SSD,"17"" FHD",Chrome OS,Blue,Magnesium Alloy,0.99kg,3 Years,62342
Lenovo IdeaPad Slim 3,Lenovo,Apple M2,4GB,256GB SSD,"16"" QHD",macOS Ventura,Silver,Plastic,1.40kg,1 Year,49294
Walton Prelude N41,Walton,AMD Ryzen 7 5800U,12GB,1TB SSD,"15.6"" FHD",Chrome OS,White,Plastic,1.40kg,2 Years,213007
MSI GF63 Thin,MSI,Intel Core i9 13th Gen,8GB,128GB SSD,"13.3"" FHD",Chrome OS,White,Plastic,0.99kg,1 Year,40452
Apple MacBook Air M2,Apple,Apple M1,12GB,256GB SSD,"15.6"" FHD",macOS Ventura,White,Aluminum,2.00kg,1 Year,247954
HP Victus 15,HP,Intel Core i5 12th Gen,16GB,128GB SSD,"17"" FHD",macOS Ventura,Silver,Metal,2.00kg,1 Year,134097
Apple MacBook Air M2,Apple,Intel Core i5 12th Gen,32GB,256GB SSD,"13.3"" FHD",Windows 10,White,Aluminum,1.40kg,3 Years,231207
Apple MacBook Pro M2,Apple,Apple M1,12GB,1TB SSD,"14"" FHD",Windows 10,Black,Aluminum,1.40kg,3 Years,93543
LG Gram 14,LG,Intel Core i9 13th Gen,4GB,128GB SSD,"16"" QHD",macOS Ventura,Gray,Aluminum,0.99kg,1 Year,53071
Lenovo IdeaPad Slim 3,Lenovo,Apple M2,4GB,256GB SSD,"14"" FHD",Chrome OS,Silver,Plastic,1.75kg,3 Years,116348
MSI GF63 Thin,MSI,Intel Core i5 12th Gen,12GB,256GB SSD,"14"" FHD",Windows 10,Black,Aluminum,1.40kg,3 Years,105827
ASUS VivoBook 15,ASUS,Intel Core i9 13th Gen,8GB,256GB SSD,"14"" FHD",Windows 10,Gray,Metal,1.40kg,2 Years,154267
HP Pavilion 15,HP,Intel Core i3 11th Gen,16GB,512GB SSD,"13.3"" FHD",macOS Ventura,Black,Magnesium Alloy,1.75kg,3 Years,219702
MSI GF63 Thin,MSI,AMD Ryzen 7 5800U,12GB,512GB SSD,"14"" FHD",macOS Ventura,White,Carbon Fiber,1.75kg,1 Year,44698
LG Gram 14,LG,Intel Core i9 13th Gen,32GB,512GB SSD,"13.3"" FHD",macOS Ventura,Silver,Plastic,2.00kg,3 Years,144049
Dell Inspiron 14,Dell,Intel Core i9 13th Gen,4GB,256GB SSD,"16"" QHD",Chrome OS,White,Carbon Fiber,2.00kg,2 Years,90853
Dell Inspiron 14,Dell,Apple M2,16GB,512GB SSD,"17"" FHD",Windows 11,Blue,Magnesium Alloy,1.25kg,1 Year,249885
Walton Tamarind EX10,Walton,Intel Core i5 12th Gen,12GB,256GB SSD,"17"" FHD",Windows 11,Gray,Aluminum,1.25kg,2 Years,151598
Lenovo IdeaPad Slim 3,Lenovo,Intel Core i7 13th Gen,12GB,128GB SSD,"15.6"" FHD",Windows 10,Black,Carbon Fiber,1.25kg,1 Year,199443
ASUS VivoBook 15,ASUS,AMD Ryzen 7 5800U,16GB,128GB SSD,"13.3"" FHD",Windows 10,Blue,Magnesium Alloy,1.75kg,1 Year,145159
Walton Tamarind EX10,Walton,Apple M2,4GB,128GB SSD,"13.3"" FHD",Chrome OS,Silver,Magnesium Alloy,2.00kg,3 Years,181120
Acer Aspire 5,Acer,AMD Ryzen 5 5500U,16GB,256GB SSD,"17"" FHD",macOS Ventura,White,Plastic,1.25kg,3 Years,198964
HP Victus 15,HP,Intel Core i5 12th Gen,32GB,1TB SSD,"17"" FHD",Chrome OS,Blue,Metal,0.99kg,2 Years,169880
Lenovo IdeaPad Slim 3,Lenovo,Intel Core i7 13th Gen,8GB,256GB SSD,"15.6"" FHD",macOS Ventura,Blue,Magnesium Alloy,1.75kg,1 Year,74604
Dell Inspiron 14,Dell,Apple M2,8GB,512GB SSD,"13.3"" FHD",Windows 10,Black,Aluminum,1.40kg,2 Years,131243
ASUS VivoBook 15,ASUS,Apple M1,32GB,256GB SSD,"16"" QHD",Chrome OS,White,Magnesium Alloy,2.00kg,3 Years,249477
